"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCFR";"DECIFR";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOQSSHKMKUCDEFOCD00150497";1;2004;3;41;"N";0;201;229;"9";"5";1;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;720;720
"TQRMNOQXSHKMKUCDEFOCD00150498";1;2004;3;41;"N";0;201;276;"8";"8";1;5;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1660;553.33
"TQRMNORSXHKMKUCDEFOCD00150499";1;2004;3;41;"N";0;201;226;"4";"7";1;5;3;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1200;240
"TQRMNOSSYHKMKUCDEFOCD00150501";1;2004;3;41;"N";0;201;235;"10";"7";1;5;3;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;0;1;1180;1180
"TQRMNORXWHKMKUCDEFOCD00150500";1;2004;3;41;"N";0;201;0;"12";"12";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;0;0
"TQRMNOSXXHKMKUCDEFOCD00150502";1;2004;3;41;"N";0;201;245;"10";"9";1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1800;1800
"TQRMNOPQQHJLKPCDEFOCD00146913";1;2004;3;41;"N";0;194;0;"12";"12";1;4;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQTQHJOLNCDEFOCD00146983";1;2004;3;41;"N";0;209;222;"2";"4";1;5;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;650;130
"TQRMNOPSWHLKKOCDEFOCD00016335";1;2004;3;41;"N";0;300;0;"12";"12";1;4;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPUVHJKKQCDEFOCD00146907";1;2004;3;41;"N";0;330;0;"12";"12";1;4;3;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQSWHJKKQCDEFOCD00146909";1;2004;3;41;"N";0;330;415;"10";"7";1;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;1200
"TQRMNOPRSHMNLMCDEFOCD00006184";1;2004;3;41;"N";0;191;224;"2";"3";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;500;125
"TQRMNOPXYHLNLLCDEFOCD00147014";2;2004;3;41;"N";0;303;0;"12";"12";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNORTPHKNKQCDEFOCD00150513";1;2004;3;41;"N";0;235;298;"2";"4";1;3;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;575;115
"TQRMNOPXRHMPKOCDEFPCH00006469";1;2004;3;44;"N";0;186;184;"3";"7";1;4;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;1060;151.43
"TQRMNOSQWHMPKOCDEFPCH00016586";1;2004;3;44;"N";0;186;212;"7";"8";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1600;400
"TQRMNOPRQHLMLPCDEFPCH00016539";1;2004;3;44;"N";0;151;184;"3";"4";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;2;2;600;150
"TQRMNOQRPHLMLPCDEFPCH00016542";1;2004;3;44;"N";0;151;0;"12";"12";1;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQWRHLMLPCDEFPCH00016543";1;2004;3;44;"N";0;151;186;"10";"10";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3950;1975
"TQRMNOQTUHKNKTCDEFPCH00150632";1;2004;3;44;"N";0;127;89;"6";"9";1;4;2;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;8;4;4;2500;312.5
"TQRMNORXQHKNKTCDEFPCH00150634";1;2004;3;44;"N";0;127;135;"8";"9";1;2;1;3;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;2;2;2400;600
"TQRMNOSVTHKNKTCDEFPCH00150635";1;2004;3;44;"N";0;127;157;"4";"3";1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;420;210
"TQRMNOPXPHKNKTCDEFPCH00150631";1;2004;3;44;"N";0;127;198;"9";"8";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1410;705
"TQRMNORQXHKNKTCDEFPCH00150633";1;2004;3;44;"N";0;127;133;"8";"4";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOPPWHJOLNCDEFPCH00150587";1;2004;3;44;"N";0;138;131;"3";"7";1;1;1;6;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;1100;157.14
"TQRMNORTVHJOLNCDEFPCH00147077";1;2004;3;44;"N";0;138;125;"7";"9";1;4;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;5;0;5;1970;394
"TQRMNOQWVHJOLNCDEFPCH00150588";1;2004;3;44;"N";0;138;160;"3";"4";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;660;132
"TQRMNOPWSHJOLNCDEFPCH00147075";1;2004;3;44;"N";0;138;138;"8";"8";1;4;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1540;513.33
"TQRMNOQTUHJOLNCDEFPCH00147076";1;2004;3;44;"N";0;138;184;"6";"8";1;4;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1475;368.75
"TQRMNOQYPHKLKQCDEFPCH00150600";1;2004;3;44;"N";0;150;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;0;0
"TQRMNOQTUHKLKQCDEFPCH00150599";1;2004;3;44;"N";0;150;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPQPHKLKQCDEFPCH00150598";1;2004;3;44;"N";0;150;0;"12";"12";1;5;3;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNORXVHMPKOCDEFPCH00006470";1;2004;3;44;"N";0;186;226;"4";"7";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1050;210
"TQRMNOSPPHMPKOCDEFPCH00006471";1;2004;3;44;"N";0;186;193;"7";"9";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1800;450
"TQSMNOPWPHLMLPCDEFPCH00016541";1;2004;3;44;"N";0;151;182;"9";"9";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1800;900
"TQRMNOPWPHLMLPCDEFPCH00016540";1;2004;3;44;"N";0;151;0;"12";"12";1;4;3;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQYYHMMLQCDEFPCH00006445";1;2004;3;44;"N";0;123;154;"7";"9";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1850;462.5
"TQRMNOQPTHMMLQCDEFPCH00006443";1;2004;3;44;"N";0;123;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;0;0
"TQRMNOPUWHMMLQCDEFPCH00016581";2;2004;3;44;"N";0;123;118;"4";"6";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;900;225
"TQRMNORQTHKKKNCDEFPCH00150590";1;2004;3;44;"N";0;316;387;"10";"10";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4850;1212.5
"TQRMNOQPWHKOKMCDEFPCH00150637";1;2004;3;44;"N";0;130;171;"6";"5";1;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;700;350
"TQRMNORXVHJLKPCDEFPCH00147030";1;2004;3;44;"N";0;216;0;"12";"12";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQUQHMMLQCDEFPCH00006444";1;2004;3;44;"N";0;123;150;"9";"6";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900;900
"TQRMNOPPWHMMLQCDEFPCH00016580";1;2004;3;44;"N";0;123;152;"6";"2";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;350;350
"TQRMNORSQHJLKPCDEFPCH00150580";1;2004;3;44;"N";0;216;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;0
"TQRMNOQVSHLNKMCDEFPCH00150656";1;2004;3;44;"N";0;190;197;"10";"7";1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;1200
"TQRMNORXWHKKKNCDEFPCH00150591";1;2004;3;44;"N";0;316;418;"10";"9";1;4;3;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2300;2300
"TQRMNOPSPHKKKNCDEFPCH00150589";1;2004;3;44;"N";0;316;340;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3000;1500
"TQRMNOSSYHKKKNCDEFPCH00150592";1;2004;3;44;"N";0;316;361;"10";"10";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;4200;1400
"TQRMNOQVVHKOKMCDEFPCH00150638";1;2004;3;44;"N";0;130;178;"7";"7";1;3;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1160;386.67
"TQRMNOPQSHLOLLCDEFPCH00150657";1;2004;3;44;"N";0;176;175;"1";"1";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;170;42.5
"TQRMNOPQQHKOKMCDEFPCH00150636";1;2004;3;44;"N";0;130;138;"2";"3";1;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;470;94
"TQRMNORVWHKOKMCDEFPCH00150639";1;2004;3;44;"N";0;130;151;"1";"1";1;4;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150;50
"TQRMNOPRPHLNKMCDEFPCH00016544";1;2004;3;44;"N";0;190;257;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;6950;1158.33
"TQRMNOQSYHLNKMCDEFPCH00016548";1;2004;3;44;"N";0;190;268;"8";"10";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;5;0;5;3225;645
"TQRMNOPYRHLNKMCDEFPCH00016547";1;2004;3;44;"N";0;190;0;"12";"12";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOPUUHLNKMCDEFPCH00016545";1;2004;3;44;"N";0;190;228;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2800;1400
"TQSMNOPUUHLNKMCDEFPCH00016546";1;2004;3;44;"N";0;190;201;"7";"7";1;1;1;6;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1170;390
"TQRMNOPYWHJMLRCDEFPCH00147053";1;2004;3;44;"N";0;162;236;"8";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;3090;618
"TQRMNORPVHJMLRCDEFPCH00147054";1;2004;3;44;"N";0;162;174;"10";"9";1;3;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2463;1231.5
"TQRMNOPUTHJMLRCDEFPCH00147052";1;2004;3;44;"N";0;162;201;"6";"6";1;4;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;3;0;3;930;310
"TQRMNOSXQHKMLSCDEFPCH00150627";1;2004;3;44;"N";0;188;198;"6";"8";1;1;1;7;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1350;337.5
"TQRMNORYRHKMLSCDEFPCH00150626";1;2004;3;44;"N";0;188;255;"3";"6";1;4;2;8;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;1;5;950;158.33
"TQRMNORXVHMLKSCDEFPCH00006425";1;2004;3;44;"N";0;166;0;"12";"12";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNORRYHJNKOCDEFPCH00150585";1;2004;3;44;"N";0;147;155;"10";"9";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2180;1090
"TQRMNOSPPHJNKOCDEFPCH00147057";1;2004;3;44;"N";0;147;0;"12";"12";1;4;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPRRHJNKOCDEFPCH00147055";1;2004;3;44;"N";0;147;0;"12";"12";1;5;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;0
"TQSMNOQVQHJNKOCDEFPCH00147056";1;2004;3;44;"N";0;147;142;"4";"1";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200;200
"TQRMNOQTXHLOLLCDEFPCH00016567";1;2004;3;44;"N";0;176;268;"8";"10";1;7;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;3200;640
"TQRMNOPRXHLLKRCDEFPCH00016515";2;2004;3;44;"N";0;122;142;"10";"10";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2750;1375
"TQRMNOTSXHLOLLCDEFPCH00016568";1;2004;3;44;"N";0;176;197;"9";"8";1;1;1;2;1;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1390;695
"TQRMNOTTRHLOLLCDEFPCH00016569";1;2004;3;44;"N";0;176;187;"3";"5";1;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;700;140
"TQRMNOSXWHMLKSCDEFPCH00006426";1;2004;3;44;"N";0;166;191;"10";"10";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;6000;1500
"TQRMNORRXHMMKSCDEFPCH00006436";1;2004;3;44;"N";0;138;0;"12";"12";1;5;3;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQRWHMMKSCDEFPCH00016579";1;2004;3;44;"N";0;138;159;"1";"1";1;3;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;225;56.25
"TQRMNOTTWHJKKQCDEFPCH00147028";1;2004;3;44;"N";0;242;295;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;9000;1500
"TQRMNOTURHJKKQCDEFPCH00147029";1;2004;3;44;"N";0;242;294;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;4400;1466.67
"TQRMNOQVTHKMLSCDEFPCH00150624";1;2004;3;44;"N";0;188;294;"7";"8";1;4;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;1425;475
"TQRMNOQPWHKMLSCDEFPCH00150623";1;2004;3;44;"N";0;188;222;"6";"8";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1425;356.25
"TQSMNOQVTHKMLSCDEFPCH00150625";1;2004;3;44;"N";0;188;190;"7";"7";1;2;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;1240;413.33
"TQRMNOQSSHLLKRCDEFPCH00016517";1;2004;3;44;"N";0;122;196;"9";"10";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2800;933.33
"TQRMNOQVYHLLKRCDEFPCH00016518";1;2004;3;44;"N";0;122;148;"6";"4";1;2;1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;620;310
"TQRMNOPVUHLLKRCDEFPCH00016516";1;2004;3;44;"N";0;122;135;"5";"3";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;0;2;500;250
"TQRMNOPXSHLNKUCDEFPCH00147091";1;2004;3;44;"N";0;128;104;"5";"9";1;4;3;8;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;7;3;4;1800;257.14
"TQRMNOPRYHLNKUCDEFPCH00016554";2;2004;3;44;"N";0;128;117;"9";"9";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2152;717.33
"TQRMNOQYUHLNKUCDEFPCH00016555";1;2004;3;44;"N";0;128;136;"8";"8";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1780;593.33
"TQRMNOPVXHMOKOCDEFPCH00006459";1;2004;3;44;"N";0;129;114;"7";"10";1;3;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;10;7;3;3900;390
"TQRMNORUQHMOKOCDEFPCH00006461";1;2004;3;44;"N";0;129;112;"1";"1";1;1;1;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;7;4;3;100;14.29
"TQRMNOPRVHMOKOCDEFPCH00006458";1;2004;3;44;"N";0;129;150;"7";"7";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1206;402
"TQRMNORSYHMOKOCDEFPCH00006460";1;2004;3;44;"N";0;129;123;"2";"2";1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;350;116.67
"TQRMNOPUUHIPKSCDEGKDB00006965";1;2004;3;43;"N";0;127;0;"12";"12";1;3;3;2;3;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;10;2;8;0;0
"TQRMNOPYUHIPKSCDEGKDB00006967";1;2004;3;43;"N";0;127;163;"3";"5";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;780;156
"TQRMNOPUPHIMKTCDEGKDB00006864";1;2004;3;43;"N";0;107;183;"4";"5";1;4;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;703;234.33
"TQRMNOPYSHIMKTCDEGKDB00006867";1;2004;3;43;"N";0;107;167;"2";"2";1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;350;87.5
"TQRMNOPVYHIMKTCDEGKDB00006865";1;2004;3;43;"N";0;107;139;"8";"3";1;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;520;520
"TQRMNOPXVHIMKTCDEGKDB00006866";1;2004;3;43;"N";0;107;145;"9";"5";1;1;1;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;780;780
"TQRMNOPSRHIMKTCDEGKDB00006863";1;2004;3;43;"N";0;107;146;"3";"5";1;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;725;181.25
"TQRMNOPYQHIPKSCDEGKDB00006966";1;2004;3;43;"N";0;127;142;"00";"00";1;3;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQQWHIPKSCDEGKDB00006968";1;2004;3;43;"N";0;127;132;"1";"1";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;100;33.33
"TQRMNOQPVHINKMCDEGKDB00147224";1;2004;3;43;"N";0;116;0;"12";"12";1;4;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOPYPHINKMCDEGKDB00151360";1;2004;3;43;"N";0;116;129;"10";"10";1;5;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;2000
"TQRMNOPUXHINKMCDEGKDB00147223";1;2004;3;43;"N";0;116;194;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3400;1133.33
"TQRMNOPRTHLPLLCDEGKDB00147277";3;2004;3;43;"N";0;152;142;"00";"00";1;1;1;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPUWHLPLLCDEGKDB00016886";1;2004;3;43;"N";0;152;0;"12";"12";1;4;2;1;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPTVHINKMCDEGKDB00147222";1;2004;3;43;"N";0;116;238;"8";"10";1;4;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;2730;546
"TQRMNOQRSHLPLLCDEGKDB00016888";1;2004;3;43;"N";0;152;160;"6";"2";1;3;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;342;342
"TQRMNOQUVHLPLLCDEGKDB00016889";1;2004;3;43;"N";0;152;0;"12";"12";1;4;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPUSHKLKMCDEGKDB00151399";1;2004;3;43;"N";0;111;119;"7";"6";1;8;2;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900;450
"TQRMNOPPXHKLKMCDEGKDB00151398";1;2004;3;43;"N";0;111;0;"12";"12";1;4;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOPRWHIOLNCDEGKDB00006938";3;2004;3;43;"N";0;166;179;"00";"00";1;1;1;3;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNORSPHIOKQCDEGKDB00147239";1;2004;3;43;"N";0;191;216;"1";"2";1;3;2;6;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;7;3;4;390;55.71
"TQRMNOQWUHIOKQCDEGKDB00147238";1;2004;3;43;"N";0;191;263;"3";"5";1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;850;170
"TQRMNOPYPHLPLLCDEGKDB00016887";1;2004;3;43;"N";0;152;206;"3";"2";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;370;185
"TQRMNOQQYHIOKQCDEGKDB00147237";1;2004;3;43;"N";0;191;224;"1";"6";1;3;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;12;3;9;975;81.25
"TQRMNOPWYHIOKQCDEGKDB00147236";1;2004;3;43;"N";0;191;225;"1";"2";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;15;6;9;370;24.67
"TQRMNOQTXHIOLNCDEGKDB00006941";1;2004;3;43;"N";0;166;191;"1";"1";1;1;1;2;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;25;8.33
"TQRMNOPWXHIOLNCDEGKDB00006939";1;2004;3;43;"N";0;166;189;"6";"9";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;2200;366.67
