"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"IDIMPH"
"334771";1;1;2012;4;43;"S";13;539;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;5900;"06";"06";"06";"06";"";"06";2950;"07";"08";"07";"07";"";"08";1;2;98;0;0;0;"00000"
"337148";1;1;2012;4;43;"S";13;539;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;3500;"03";"03";"03";"03";"";"03";1750;"05";"05";"04";"04";"";"05";1;2;98;0;0;0;"00000"
"335213";1;1;2012;4;43;"S";13;485;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7800;"07";"08";"08";"07";"";"08";3900;"09";"09";"09";"08";"";"09";1;2;98;0;0;0;"10000"
"333336";1;1;2012;4;43;"S";13;601;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;24300;"10";"10";"10";"10";"";"10";8100;"10";"10";"10";"10";"";"10";1;2;97;0;0;0;"00000"
"333980";1;1;2012;4;43;"S";13;521;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1600;"01";"01";"01";"01";"";"01";800;"02";"02";"02";"02";"";"02";2;0;98;0;0;0;"00000"
"357417";1;1;2012;4;43;"S";13;521;2;"";3;1;"";2;1;1;1;"";1;1;1;1;1;2;2;3;2;2;0;2;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4500;"04";"05";"05";"04";"";"05";1125;"03";"03";"02";"03";"";"03";1;2;3;0;0;0;"10000"
"335766";1;1;2012;4;43;"S";13;658;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;2;2;12000;"09";"10";"10";"09";"";"09";3000;"07";"08";"08";"07";"";"08";1;2;98;0;0;0;"00000"
"331914";1;1;2012;4;43;"S";13;587;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;900;"01";"01";"01";"01";"";"01";300;"01";"01";"01";"01";"";"01";1;2;98;0;0;0;"00000"
"332142";1;1;2012;4;43;"S";13;517;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;"00";"00";"00";"00";"";"00";0;"00";"00";"00";"00";"";"00";1;0;98;0;0;0;"00000"
"332605";1;1;2012;4;43;"S";13;562;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;0;4;7000;"07";"07";"07";"07";"";"07";1750;"05";"05";"04";"04";"";"05";1;0;98;0;0;0;"00000"
"331682";1;1;2012;4;43;"S";13;628;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9600;"08";"09";"09";"08";"";"09";4800;"09";"09";"09";"09";"";"09";1;2;98;0;0;0;"00000"
"332671";1;1;2012;4;43;"S";13;595;1;"";1;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;4420;"04";"05";"05";"04";"";"05";884;"02";"02";"02";"02";"";"02";1;0;98;0;0;0;"10000"
"334208";1;1;2012;4;43;"S";13;404;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;4100;"04";"04";"04";"04";"";"04";1366.66666666667;"03";"04";"03";"03";"";"04";2;0;4;0;0;0;"00000"
"335320";1;1;2012;4;43;"S";13;391;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4110;"04";"04";"04";"04";"";"04";2055;"06";"06";"06";"06";"";"06";1;2;98;0;0;0;"00000"
"336426";1;1;2012;4;43;"S";13;489;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3000;"02";"03";"03";"02";"";"03";1500;"04";"04";"04";"04";"";"04";2;0;98;0;0;0;"00000"
"335730";1;1;2012;4;43;"S";13;570;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;950;"01";"01";"01";"01";"";"01";316.666666666667;"01";"01";"01";"01";"";"01";2;0;98;0;0;0;"10000"
"335348";1;1;2012;4;43;"S";13;493;2;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;3500;"03";"03";"03";"03";"";"03";3500;"08";"09";"08";"08";"";"08";1;0;98;0;0;0;"00000"
"334369";1;1;2012;4;43;"S";13;513;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9000;"08";"08";"08";"08";"";"08";4500;"09";"09";"09";"09";"";"09";1;2;98;0;0;0;"10000"
"336240";1;1;2012;4;43;"S";13;521;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;10000;"09";"09";"09";"09";"";"09";2500;"07";"07";"07";"06";"";"07";2;0;98;3;0;0;"00000"
"335603";1;1;2012;4;43;"S";13;379;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;0;5;4000;"04";"04";"04";"04";"";"04";800;"02";"02";"02";"02";"";"02";1;2;98;0;0;0;"10010"
"331489";1;1;2012;4;43;"S";13;349;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;27000;"10";"10";"10";"10";"";"10";9000;"10";"10";"10";"10";"";"10";1;2;98;0;0;0;"10000"
"337303";2;1;2012;4;43;"S";13;463;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;6500;"06";"07";"07";"06";"";"07";2166.66666666667;"06";"06";"06";"06";"";"06";1;2;3;0;0;0;"10000"
"336422";1;1;2012;4;43;"S";13;460;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;4800;"05";"05";"05";"04";"";"05";1600;"04";"05";"04";"04";"";"05";1;2;98;0;0;0;"00000"
"334882";1;1;2012;4;43;"S";13;450;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;9000;"08";"08";"08";"08";"";"08";2250;"06";"07";"06";"06";"";"06";1;2;98;0;0;0;"00000"
"335950";1;1;2012;4;43;"S";13;500;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;5000;"05";"05";"05";"05";"";"05";1666.66666666667;"04";"05";"04";"04";"";"05";1;2;98;0;0;0;"00000"
"334850";1;1;2012;4;43;"S";13;483;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;12100;"09";"10";"10";"09";"";"10";4033.33333333333;"09";"09";"09";"09";"";"09";2;0;1;3;0;0;"10000"
"332397";1;1;2012;4;43;"S";13;623;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;6300;"06";"07";"07";"06";"";"07";2100;"06";"06";"06";"06";"";"06";2;0;98;0;0;0;"00000"
"332766";1;1;2012;4;43;"S";13;630;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;7800;"07";"08";"08";"07";"";"08";1560;"04";"04";"04";"04";"";"04";1;0;2;0;0;0;"00000"
"333411";1;1;2012;4;43;"S";13;589;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;10700;"09";"09";"09";"09";"";"09";3566.66666666667;"08";"09";"08";"08";"";"08";1;0;2;0;0;0;"00000"
"332769";1;1;2012;4;43;"S";13;419;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;16800;"10";"10";"10";"10";"";"10";4200;"09";"09";"09";"09";"";"09";2;0;4;0;0;0;"00000"
"337257";1;1;2012;4;43;"S";13;418;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;12500;"09";"10";"10";"09";"";"10";4166.66666666667;"09";"09";"09";"09";"";"09";2;0;98;0;0;0;"00000"
"333776";1;1;2012;4;43;"S";13;480;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2800;"02";"03";"02";"02";"";"03";2800;"07";"08";"07";"07";"";"07";1;0;98;0;0;0;"00000"
"337258";1;1;2012;4;43;"S";13;531;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;11700;"09";"09";"09";"09";"";"09";2925;"07";"08";"07";"07";"";"07";1;2;3;4;0;0;"10000"
"335459";1;1;2012;4;43;"S";13;642;1;"";3;2;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;3200;"03";"03";"03";"03";"";"03";800;"02";"02";"02";"02";"";"02";2;0;1;0;0;0;"00000"
"334034";1;1;2012;4;43;"S";13;482;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;2;2;7300;"07";"07";"07";"07";"";"07";1825;"05";"05";"05";"05";"";"05";2;0;98;0;0;0;"00000"
"332213";1;1;2012;4;43;"S";13;511;1;"";7;1;"";2;1;1;1;"";1;1;1;1;2;2;2;7;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;19800;"10";"10";"10";"10";"";"10";6600;"10";"10";"10";"10";"";"10";96;0;98;0;0;0;"00000"
"334151";1;1;2012;4;43;"S";13;500;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;6000;"06";"06";"06";"06";"";"06";1200;"03";"03";"03";"03";"";"03";2;0;98;0;0;0;"10000"
"333121";1;1;2012;4;43;"S";13;494;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2400;"02";"02";"02";"02";"";"02";800;"02";"02";"02";"02";"";"02";2;0;98;0;0;0;"00000"
"336593";1;1;2012;4;43;"S";13;476;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;17000;"10";"10";"10";"10";"";"10";5666.66666666667;"10";"10";"10";"10";"";"10";2;0;98;0;0;0;"00000"
"333474";1;1;2012;4;43;"S";13;354;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3000;"02";"03";"03";"02";"";"03";1500;"04";"04";"04";"04";"";"04";2;0;98;0;0;0;"00000"
"332284";2;1;2012;4;43;"S";13;553;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000;"06";"06";"06";"06";"";"07";6000;"10";"10";"10";"10";"";"10";1;0;98;0;0;0;"10000"
"331229";1;1;2012;4;43;"S";13;610;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;0;4;13600;"10";"10";"10";"10";"";"10";3400;"08";"08";"08";"08";"";"08";2;0;1;3;4;0;"10000"
"335332";1;1;2012;4;43;"S";13;468;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4000;"04";"04";"04";"04";"";"04";4000;"09";"09";"09";"09";"";"09";1;0;98;0;0;0;"00000"
"334187";1;1;2012;4;43;"S";13;553;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2000;"02";"02";"02";"01";"";"02";2000;"05";"06";"06";"05";"";"06";1;0;98;0;0;0;"00000"
"333329";1;1;2012;4;43;"S";13;415;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;22200;"10";"10";"10";"10";"";"10";4440;"09";"09";"09";"09";"";"09";2;0;3;4;5;0;"00000"
"333788";1;1;2012;4;43;"S";13;528;2;"";1;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;6300;"06";"07";"07";"06";"";"07";2100;"06";"06";"06";"06";"";"06";2;0;98;0;0;0;"00000"
"333919";1;1;2012;4;43;"S";13;642;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;3300;"03";"03";"03";"03";"";"03";3300;"08";"08";"08";"08";"";"08";2;0;98;0;0;0;"00000"
"336484";1;1;2012;4;43;"S";13;687;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1200;"01";"01";"01";"01";"";"01";1200;"03";"03";"03";"03";"";"03";1;0;98;0;0;0;"00000"
"333360";1;1;2012;4;43;"S";13;696;2;"";1;2;"";2;1;1;1;"";1;2;2;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;4;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5200;"05";"06";"06";"05";"";"06";2600;"07";"07";"07";"07";"";"07";1;0;98;0;0;0;"00000"
"332918";1;1;2012;4;43;"S";13;648;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;1;1;4;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;4900;"05";"05";"05";"05";"";"05";816.666666666667;"02";"02";"02";"02";"";"02";1;2;3;4;5;0;"10000"
"335680";1;1;2012;4;43;"S";13;613;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1398;"01";"01";"01";"01";"";"01";699;"01";"02";"01";"01";"";"02";1;0;98;0;0;0;"00100"
"336531";1;1;2012;4;43;"S";13;499;1;"";5;1;"";2;1;1;1;"";1;1;1;2;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;0;7;7760;"07";"08";"08";"07";"";"08";1108.57142857143;"03";"03";"02";"03";"";"03";2;3;4;5;6;0;"00000"
"333874";1;1;2012;4;43;"S";13;679;1;"";2;1;"";4;1;2;1;"";1;2;2;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1550;"01";"01";"01";"01";"";"01";258.333333333333;"01";"01";"01";"01";"";"01";3;0;98;0;0;0;"10000"
"334595";1;1;2012;4;43;"S";13;639;1;"";2;1;"";3;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8300;"08";"08";"08";"08";"";"08";4150;"09";"09";"09";"09";"";"09";1;2;98;0;0;0;"10010"
"333693";1;1;2012;4;43;"S";13;742;2;"";1;1;"";4;1;1;1;"";1;1;1;2;2;1;2;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5400;"05";"06";"06";"05";"";"06";2700;"07";"07";"07";"07";"";"07";2;0;98;0;0;0;"10000"
"336451";1;1;2012;4;43;"S";13;742;2;"";4;1;"";4;1;1;1;"";1;1;2;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;9500;"08";"09";"09";"08";"";"09";1900;"05";"06";"05";"05";"";"06";2;0;98;0;0;0;"00000"
"331377";1;1;2012;4;43;"S";13;733;1;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7800;"07";"08";"08";"07";"";"08";3900;"09";"09";"09";"08";"";"09";1;2;99;0;0;0;"00000"
"333585";1;1;2012;4;43;"S";13;777;1;"";2;2;"";6;1;2;1;"";1;1;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;7;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5400;"05";"06";"06";"05";"";"06";2700;"07";"07";"07";"07";"";"07";1;2;98;0;0;0;"00000"
"337163";1;1;2012;4;43;"S";13;797;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;3600;"03";"04";"04";"03";"";"04";1200;"03";"03";"03";"03";"";"03";2;0;98;0;0;0;"00000"
"334569";1;1;2012;4;43;"S";13;790;1;"";5;1;"";1;1;1;1;"";1;1;1;3;2;2;2;5;3;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;13300;"10";"10";"10";"10";"";"10";3325;"08";"08";"08";"08";"";"08";2;0;98;0;0;0;"10000"
"331369";1;1;2012;4;43;"S";13;769;1;"";3;1;"";1;1;1;1;"";1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;14500;"10";"10";"10";"10";"";"10";4833.33333333333;"09";"10";"09";"09";"";"10";2;0;98;0;0;0;"10000"
"336439";1;1;2012;4;43;"S";13;717;1;"";6;1;"";2;1;1;1;"";1;1;1;3;2;2;2;6;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;8;0;8;14900;"10";"10";"10";"10";"";"10";1862.5;"05";"06";"05";"05";"";"05";96;0;2;0;0;0;"00000"
"337019";1;1;2012;4;43;"S";13;519;1;"";5;1;"";2;1;1;1;"";1;1;1;2;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;27000;"10";"10";"10";"10";"";"10";9000;"10";"10";"10";"10";"";"10";1;2;98;0;0;0;"10000"
"334844";1;1;2012;4;43;"S";13;652;1;"";4;1;"";1;1;1;1;"";1;1;1;3;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;6500;"06";"07";"07";"06";"";"07";1625;"04";"05";"04";"04";"";"05";2;0;98;0;0;0;"10000"
"331378";1;1;2012;4;43;"S";13;540;1;"";5;1;"";2;1;1;1;"";1;1;1;2;1;1;2;5;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;7;1;6;9200;"08";"09";"09";"08";"";"09";1314.28571428571;"03";"04";"03";"03";"";"03";2;0;98;0;0;0;"10010"
"331517";1;1;2012;4;43;"S";13;559;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;3800;"04";"04";"04";"03";"";"04";633.333333333333;"01";"01";"01";"01";"";"01";3;0;98;0;0;0;"00010"
"333587";1;1;2012;4;43;"S";13;439;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2000;"02";"02";"02";"01";"";"02";2000;"05";"06";"06";"05";"";"06";1;0;98;0;0;0;"00010"
"334752";1;1;2012;4;43;"S";13;386;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;"04";"04";"04";"04";"";"04";2000;"05";"06";"06";"05";"";"06";1;2;98;0;0;0;"00000"
