"articulo"|"division"|"grupo"|"clase"|"subclase"|"articulo_desc"|"division_desc"|"grupo_desc"|"clase_desc"|"subclase_desc"
"A0541111"|"A05"|"A054"|"A0541"|"A05411"|"Exprimidor, rallador, abrelatas, destapador, molinillo manual (no eléctricos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de metal para la cocina: batería, cubierto y otros"
"A0541112"|"A05"|"A054"|"A0541"|"A05411"|"Azucarera, mantequera, salero, dulcera, yerbera, aceitera, vinagrera, especiero"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de metal para la cocina: batería, cubierto y otros"
"A0541113"|"A05"|"A054"|"A0541"|"A05411"|"Otros utensilios de metal (termo, sifón recargable, cortantes, moldes de muffins, etc.)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de metal para la cocina: batería, cubierto y otros"
"A0541201"|"A05"|"A054"|"A0541"|"A05412"|"Fuentes, bols, asadera de loza, cristal, cerámica"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Loza, cristalería y cerámica"
"A0541202"|"A05"|"A054"|"A0541"|"A05412"|"Copas y vasos sueltos o en juego"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Loza, cristalería y cerámica"
"A0541203"|"A05"|"A054"|"A0541"|"A05412"|"Platos sueltos o en juego"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Loza, cristalería y cerámica"
"A0541204"|"A05"|"A054"|"A0541"|"A05412"|"Tazas sueltas o en juego"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Loza, cristalería y cerámica"
"A0541205"|"A05"|"A054"|"A0541"|"A05412"|"Otros artículos de loza y cristalería"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Loza, cristalería y cerámica"
"A0541301"|"A05"|"A054"|"A0541"|"A05413"|"Bandejas, platos, vasos, bols, fuentes"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541302"|"A05"|"A054"|"A0541"|"A05413"|"Dulcera, mantequera, salero, azucarera, yerbera, aceitera, vinagrera, especiero, tarros para el hogar"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541303"|"A05"|"A054"|"A0541"|"A05413"|"Espumadera, cucharón, colador de té, batidor"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541304"|"A05"|"A054"|"A0541"|"A05413"|"Mamadera, utensilios para bebé"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541305"|"A05"|"A054"|"A0541"|"A05413"|"Recipientes para conservar alimentos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541306"|"A05"|"A054"|"A0541"|"A05413"|"Otros artículos de plástico"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541307"|"A05"|"A054"|"A0541"|"A05413"|"Otros artículos de madera"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Artículos de plástico y madera para la cocina"
"A0541401"|"A05"|"A054"|"A0541"|"A05414"|"Heladera portátil"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Otros artículos no eléctricos de materiales diversos"
"A0541402"|"A05"|"A054"|"A0541"|"A05414"|"Chango, bolsas, canastos para compras, fundas para ropa"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Otros artículos no eléctricos de materiales diversos"
"A0541403"|"A05"|"A054"|"A0541"|"A05414"|"Tabla de planchar"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Otros artículos no eléctricos de materiales diversos"
"A0541404"|"A05"|"A054"|"A0541"|"A05414"|"Otros artículos no eléctricos de materiales diversos: buzón, caja de seguridad, balanza de cocina, purificadores"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"ARTÍCULOS DE VIDRIO Y CRISTAL, VAJILLA Y UTENSILIOS PARA EL HOGAR"|"Artículos de vidrio y cristal, vajilla y utensilios para el hogar"|"Otros artículos no eléctricos de materiales diversos"
"A0551101"|"A05"|"A055"|"A0551"|"A05511"|"Bomba de agua"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551102"|"A05"|"A055"|"A0551"|"A05511"|"Cortadora de césped, tractores de jardín, bordeadora"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551103"|"A05"|"A055"|"A0551"|"A05511"|"Generador de electricidad"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551104"|"A05"|"A055"|"A0551"|"A05511"|"Soldadores eléctricos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551105"|"A05"|"A055"|"A0551"|"A05511"|"Taladro, sierra, pulidora"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551106"|"A05"|"A055"|"A0551"|"A05511"|"Otras herramientas eléctricas y mecánicas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Herramientas eléctricas y mecánicas"
"A0551201"|"A05"|"A055"|"A0551"|"A05512"|"Reparación de herramientas eléctricas y mecánicas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Alquiler y reparación de herramientas eléctricas y mecánicas"
"A0551202"|"A05"|"A055"|"A0551"|"A05512"|"Alquiler de herramientas eléctricas y mecánicas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas y equipos grandes"|"Alquiler y reparación de herramientas eléctricas y mecánicas"
"A0552101"|"A05"|"A055"|"A0552"|"A05521"|"Escalera"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Herramientas pequeñas y artículos de ferretería para la vivienda y el jardín"
"A0552102"|"A05"|"A055"|"A0552"|"A05521"|"Herramientas de mano"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Herramientas pequeñas y artículos de ferretería para la vivienda y el jardín"
"A0552103"|"A05"|"A055"|"A0552"|"A05521"|"Herramientas y accesorios para jardinería"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Herramientas pequeñas y artículos de ferretería para la vivienda y el jardín"
"A0552104"|"A05"|"A055"|"A0552"|"A05521"|"Artículos de ferretería"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Herramientas pequeñas y artículos de ferretería para la vivienda y el jardín"
"A0552201"|"A05"|"A055"|"A0552"|"A05522"|"Pilas y baterías para uso general"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552202"|"A05"|"A055"|"A0552"|"A05522"|"Cables"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552203"|"A05"|"A055"|"A0552"|"A05522"|"Enchufes e interruptores"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552204"|"A05"|"A055"|"A0552"|"A05522"|"Lámpara incandescente, lámpara bajo consumo, tubo fluorescente, halógenas, dicroicas, etc."|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552205"|"A05"|"A055"|"A0552"|"A05522"|"Linternas, faroles tipo sol de noche"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552206"|"A05"|"A055"|"A0552"|"A05522"|"Timbres y alarmas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552207"|"A05"|"A055"|"A0552"|"A05522"|"Transformadores, estabilizadores, disyuntores, jabalinas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552208"|"A05"|"A055"|"A0552"|"A05522"|"Otros materiales eléctricos y de iluminación"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Materiales eléctricos  y de iluminación"
"A0552301"|"A05"|"A055"|"A0552"|"A05523"|"Reparación de herramientas pequeñas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"HERRAMIENTAS Y EQUIPOS PARA EL HOGAR Y EL JARDIN"|"Herramientas pequeñas y accesorios diversos"|"Alquiler y reparación de herramientas pequeñas"
"A0561101"|"A05"|"A056"|"A0561"|"A05611"|"Acondicionadores y suavizantes para ropa"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561102"|"A05"|"A056"|"A0561"|"A05611"|"Apresto, almidón"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561103"|"A05"|"A056"|"A0561"|"A05611"|"Cera, brillo para pisos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561104"|"A05"|"A056"|"A0561"|"A05611"|"Crema limpiadora"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561105"|"A05"|"A056"|"A0561"|"A05611"|"Desengrasante, desinfectante, líquidos limpiadores"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561106"|"A05"|"A056"|"A0561"|"A05611"|"Desodorante y aromatizante de ambientes/baño"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561107"|"A05"|"A056"|"A0561"|"A05611"|"Detergente líquido para ropa"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561108"|"A05"|"A056"|"A0561"|"A05611"|"Detergente liquido para vajilla"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561109"|"A05"|"A056"|"A0561"|"A05611"|"Insecticidas varios"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561110"|"A05"|"A056"|"A0561"|"A05611"|"Jabón en pan"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561111"|"A05"|"A056"|"A0561"|"A05611"|"Jabón en polvo para ropa"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561112"|"A05"|"A056"|"A0561"|"A05611"|"Lavandina"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561113"|"A05"|"A056"|"A0561"|"A05611"|"Limpiametales, lustramuebles"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561114"|"A05"|"A056"|"A0561"|"A05611"|"Limpiavidrios"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561115"|"A05"|"A056"|"A0561"|"A05611"|"Polvo limpiador"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561116"|"A05"|"A056"|"A0561"|"A05611"|"Pomada, renovador para calzado"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561117"|"A05"|"A056"|"A0561"|"A05611"|"Otros artículos de limpieza"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Productos de limpieza "
"A0561201"|"A05"|"A056"|"A0561"|"A05612"|"Balde, palangana, cestos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561202"|"A05"|"A056"|"A0561"|"A05612"|"Escoba, escobillón, plumero, lampazo, secador y cepillos varios"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561203"|"A05"|"A056"|"A0561"|"A05612"|"Esponja, lana de acero, estropajo"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561204"|"A05"|"A056"|"A0561"|"A05612"|"Guantes de goma"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561205"|"A05"|"A056"|"A0561"|"A05612"|"Paños de celulosa"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561206"|"A05"|"A056"|"A0561"|"A05612"|"Trapo de piso, rejilla, patines, gamuzas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561207"|"A05"|"A056"|"A0561"|"A05612"|"Otros utensilios de limpieza: pala para recoger basura, tabla de lavar"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Utensilios de limpieza "
"A0561301"|"A05"|"A056"|"A0561"|"A05613"|"Agujas de coser y tejer, alfileres, broches"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561302"|"A05"|"A056"|"A0561"|"A05613"|"Otros accesorios para coser y tejer"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561303"|"A05"|"A056"|"A0561"|"A05613"|"Bandejas, platos, vasos y recipientes descartables"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561304"|"A05"|"A056"|"A0561"|"A05613"|"Bolsas para freezer, filtro para cafetera"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561305"|"A05"|"A056"|"A0561"|"A05613"|"Papel de aluminio, manteca, film para cocina"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561306"|"A05"|"A056"|"A0561"|"A05613"|"Servilletas de papel y rollos de papel"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561307"|"A05"|"A056"|"A0561"|"A05613"|"Velas, velones, sahumerios"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561308"|"A05"|"A056"|"A0561"|"A05613"|"Adhesivos varios"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561309"|"A05"|"A056"|"A0561"|"A05613"|"Bolsas para residuos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561310"|"A05"|"A056"|"A0561"|"A05613"|"Fósforos"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0561311"|"A05"|"A056"|"A0561"|"A05613"|"Otros artículos: escarbadientes,  broches, perchas, repuesto filtro de agua, etc."|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Bienes para el hogar no duraderos"|"Otros artículos descartables y otros para el hogar"
"A0562101"|"A05"|"A056"|"A0562"|"A05621"|"Servicio doméstico con retiro por hora (sueldo, aguinaldo y viáticos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)"
"A0562102"|"A05"|"A056"|"A0562"|"A05621"|"Servicio doméstico sin retiro (cama adentro),(sueldo, aguinaldo y viáticos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)"
"A0562103"|"A05"|"A056"|"A0562"|"A05621"|"Gastos en seguridad social por la contratación del personal doméstico"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)"
"A0562104"|"A05"|"A056"|"A0562"|"A05621"|"Servicio doméstico con retiro mensual (sueldo, aguinaldo y viáticos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)"
"A0562105"|"A05"|"A056"|"A0562"|"A05621"|"Tareas de asistencia y cuidado de personas  (sueldo, aguinaldo y viáticos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Servicio doméstico (limpieza, cocina, planchado y cuidado de niños)"
"A0562201"|"A05"|"A056"|"A0562"|"A05622"|"Jardinero, chofer, mayordomo, etc. (sueldo, aguinaldo y viáticos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios domésticos (jardinero, chofer, mayordomo, etc..)"
"A0562202"|"A05"|"A056"|"A0562"|"A05622"|"Gastos en seguridad social por la contratación del personal doméstico  (jardinero, chofer, mayordomo, etc.)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios domésticos (jardinero, chofer, mayordomo, etc..)"
