"articulo"|"division"|"grupo"|"clase"|"subclase"|"articulo_desc"|"division_desc"|"grupo_desc"|"clase_desc"|"subclase_desc"
"A0562203"|"A05"|"A056"|"A0562"|"A05622"|"Servicio de seguridad (vigilancia, seguridad privada, servicio de alarma, etc.)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios domésticos (jardinero, chofer, mayordomo, etc..)"
"A0562204"|"A05"|"A056"|"A0562"|"A05622"|"Indemnizaciones a personas que trabajan en el hogar (domésticos, jardinero, chofer, mayordomo, etc.)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios domésticos (jardinero, chofer, mayordomo, etc..)"
"A0562301"|"A05"|"A056"|"A0562"|"A05623"|"Limpieza de ropa de cama, blanco y mantelería."|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Limpieza de textiles para el hogar (manteles, sábanas, etc..)"
"A0562302"|"A05"|"A056"|"A0562"|"A05623"|"Limpieza de cortinas y alfombras"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Limpieza de textiles para el hogar (manteles, sábanas, etc..)"
"A0562401"|"A05"|"A056"|"A0562"|"A05624"|"Alquiler de textiles para el hogar"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios para el hogar"
"A0562402"|"A05"|"A056"|"A0562"|"A05624"|"Alquiler de vajilla (platos, vasos)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios para el hogar"
"A0562403"|"A05"|"A056"|"A0562"|"A05624"|"Alquiler de mesas y sillas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios para el hogar"
"A0562404"|"A05"|"A056"|"A0562"|"A05624"|"Fumigación, desratización"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"BIENES Y SERVICIOS PARA LA CONSERVACION ORDINARIA DEL HOGAR"|"Servicios domésticos y para el hogar"|"Otros servicios para el hogar"
"A0611101"|"A06"|"A061"|"A0611"|"A06111"|"Alergia"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611102"|"A06"|"A061"|"A0611"|"A06111"|"Antibióticos y antisépticos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611103"|"A06"|"A061"|"A0611"|"A06111"|"Anticonceptivos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611104"|"A06"|"A061"|"A0611"|"A06111"|"Antiinflamatorios"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611105"|"A06"|"A061"|"A0611"|"A06111"|"Cardíacos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611106"|"A06"|"A061"|"A0611"|"A06111"|"Dermatológicos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611107"|"A06"|"A061"|"A0611"|"A06111"|"Diabetes"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611108"|"A06"|"A061"|"A0611"|"A06111"|"Diarrea"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611109"|"A06"|"A061"|"A0611"|"A06111"|"Digestivos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611110"|"A06"|"A061"|"A0611"|"A06111"|"Fiebre o dolor"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611111"|"A06"|"A061"|"A0611"|"A06111"|"Homeopáticos y hierbas medicinales"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611112"|"A06"|"A061"|"A0611"|"A06111"|"psiquiátricos, nervios"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611113"|"A06"|"A061"|"A0611"|"A06111"|"Oncológicos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611114"|"A06"|"A061"|"A0611"|"A06111"|"Presión"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611115"|"A06"|"A061"|"A0611"|"A06111"|"Productos dietéticos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611116"|"A06"|"A061"|"A0611"|"A06111"|"Tiroides y hormonas"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611117"|"A06"|"A061"|"A0611"|"A06111"|"Tos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611118"|"A06"|"A061"|"A0611"|"A06111"|"Vacunas y sueros"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611119"|"A06"|"A061"|"A0611"|"A06111"|"Vitaminas o tónicos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0611120"|"A06"|"A061"|"A0611"|"A06111"|"Otros medicamentos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Productos farmacéuticos"|"Productos farmacéuticos"
"A0612101"|"A06"|"A061"|"A0612"|"A06121"|"Alcohol, agua oxigenada, antisépticos, desinfectantes"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612102"|"A06"|"A061"|"A0612"|"A06121"|"Algodón"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612103"|"A06"|"A061"|"A0612"|"A06121"|"Gasas y vendas"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612104"|"A06"|"A061"|"A0612"|"A06121"|"Jeringas, agujas"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612105"|"A06"|"A061"|"A0612"|"A06121"|"Preservativos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612106"|"A06"|"A061"|"A0612"|"A06121"|"Tela adhesiva, curitas"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612107"|"A06"|"A061"|"A0612"|"A06121"|"Termómetro"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0612108"|"A06"|"A061"|"A0612"|"A06121"|"Otros elementos para primeros auxilios"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Otros productos médicos"|"Elementos para los primeros auxilios y otros productos médicos"
"A0613101"|"A06"|"A061"|"A0613"|"A06131"|"Limpieza de lentes de contactos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613102"|"A06"|"A061"|"A0613"|"A06131"|"Anteojos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613103"|"A06"|"A061"|"A0613"|"A06131"|"Lentes de contacto"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613104"|"A06"|"A061"|"A0613"|"A06131"|"Anticonceptivos mecánicos"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613105"|"A06"|"A061"|"A0613"|"A06131"|"Aparatos y accesorios ortopédicos y terapéuticos (silla de ruedas, bastón, plantillas, etc.)"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613106"|"A06"|"A061"|"A0613"|"A06131"|"Equipo para nebulización, oxígeno, vaporización, tensiómetro, medidor de glucosa, etc."|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613107"|"A06"|"A061"|"A0613"|"A06131"|"Prótesis dentaria, coronas, perno, aparatos de ortodoncia"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613108"|"A06"|"A061"|"A0613"|"A06131"|"Otras prótesis (audífonos, marcapasos, etc.)"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0613109"|"A06"|"A061"|"A0613"|"A06131"|"Reparaciones de anteojos, aparatos ortopédicos, nebulizadores"|"SALUD"|"PRODUCTOS, ARTEFACTOS Y EQUIPOS MÉDICOS"|"Artefactos y equipos terapéuticos"|"Artefactos y equipos terapéuticos y sus reparaciones"
"A0621101"|"A06"|"A062"|"A0621"|"A06211"|"Consulta clínica general"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621102"|"A06"|"A062"|"A0621"|"A06211"|"Consulta cardiología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621103"|"A06"|"A062"|"A0621"|"A06211"|"Consulta gastroenterología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621104"|"A06"|"A062"|"A0621"|"A06211"|"Consulta ginecología, obstetricia"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621105"|"A06"|"A062"|"A0621"|"A06211"|"Consulta nariz, garganta y oído"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621106"|"A06"|"A062"|"A0621"|"A06211"|"Consulta oftalmología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621107"|"A06"|"A062"|"A0621"|"A06211"|"Consulta pediatría"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621108"|"A06"|"A062"|"A0621"|"A06211"|"Consulta psiquiatría"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621109"|"A06"|"A062"|"A0621"|"A06211"|"Otras consultas médicas"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0621110"|"A06"|"A062"|"A0621"|"A06211"|"Compra de chequeras y ordenes para consultas médicas"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios médicos"|"Consultas médicas"
"A0622101"|"A06"|"A062"|"A0622"|"A06221"|"Consulta odontológica general"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622102"|"A06"|"A062"|"A0622"|"A06221"|"Consulta odontológica: extracción"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622103"|"A06"|"A062"|"A0622"|"A06221"|"Consulta odontológica: obturación (arreglo de caries)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622104"|"A06"|"A062"|"A0622"|"A06221"|"Tratamiento de conducto"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622105"|"A06"|"A062"|"A0622"|"A06221"|"Implantes dentarios"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622106"|"A06"|"A062"|"A0622"|"A06221"|"Otras consultas odontológicas (limpieza, blanqueo, etc.)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0622107"|"A06"|"A062"|"A0622"|"A06221"|"Compra de chequeras y ordenes para servicios odontológicos"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios dentales"|"Servicios odontológicos"
"A0623101"|"A06"|"A062"|"A0623"|"A06231"|"Alquiler de aparatos y accesorios ortopédicos y terapéuticos"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623102"|"A06"|"A062"|"A0623"|"A06231"|"Consulta traumatología, reumatología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623103"|"A06"|"A062"|"A0623"|"A06231"|"Psicología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623104"|"A06"|"A062"|"A0623"|"A06231"|"Psicopedagogía"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623105"|"A06"|"A062"|"A0623"|"A06231"|"Fisioterapia y kinesiología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623106"|"A06"|"A062"|"A0623"|"A06231"|"Fonoaudiología"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623107"|"A06"|"A062"|"A0623"|"A06231"|"Tratamientos oncológicos"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623108"|"A06"|"A062"|"A0623"|"A06231"|"Enfermería"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623109"|"A06"|"A062"|"A0623"|"A06231"|"Análisis de laboratorio comunes (sangre, orina, materia fecal, etc.)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623110"|"A06"|"A062"|"A0623"|"A06231"|"Análisis de laboratorio complejos (estudio hormonal, anticuerpos, radioinmunoensayos, etc.)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623111"|"A06"|"A062"|"A0623"|"A06231"|"Estudios radiológicos comunes (radiografía simple sin contraste, electrocardiograma, encefalograma, etc.)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623112"|"A06"|"A062"|"A0623"|"A06231"|"Estudios radiológicos complejos (ecografía, mamografía, tomografía, centellograma, densitometría ósea, resonancia magnética, ecodoppler, endoscopia, biopsia, etc.)"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623113"|"A06"|"A062"|"A0623"|"A06231"|"Aplicación de inyecciones, presión arterial"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623114"|"A06"|"A062"|"A0623"|"A06231"|"Diálisis"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623115"|"A06"|"A062"|"A0623"|"A06231"|"Traslado en ambulancia"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623116"|"A06"|"A062"|"A0623"|"A06231"|"Otros servicios y/o tratamientos para la salud"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623117"|"A06"|"A062"|"A0623"|"A06231"|"Compra de chequeras y ordenes para servicios auxiliares "|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0623118"|"A06"|"A062"|"A0623"|"A06231"|"Otros gastos"|"SALUD"|"SERVICIOS PARA PACIENTES AMBULATORIOS"|"Servicios paramédicos"|"Servicios auxiliares para pacientes ambulatorios"
"A0631101"|"A06"|"A063"|"A0631"|"A06311"|"Cirugía con internación"|"SALUD"|"SERVICIOS HOSPITALARIOS"|"Servicios hospitalarios"|"Internaciones, cirugías y partos"
"A0631102"|"A06"|"A063"|"A0631"|"A06311"|"Cirugía sin internación"|"SALUD"|"SERVICIOS HOSPITALARIOS"|"Servicios hospitalarios"|"Internaciones, cirugías y partos"
"A0631103"|"A06"|"A063"|"A0631"|"A06311"|"Internación"|"SALUD"|"SERVICIOS HOSPITALARIOS"|"Servicios hospitalarios"|"Internaciones, cirugías y partos"
"A0631104"|"A06"|"A063"|"A0631"|"A06311"|"Internación diurna (incluye análisis, radiografía y otros estudios)"|"SALUD"|"SERVICIOS HOSPITALARIOS"|"Servicios hospitalarios"|"Internaciones, cirugías y partos"
"A0631105"|"A06"|"A063"|"A0631"|"A06311"|"Parto"|"SALUD"|"SERVICIOS HOSPITALARIOS"|"Servicios hospitalarios"|"Internaciones, cirugías y partos"
"A0641101"|"A06"|"A064"|"A0641"|"A06411"|"Cuota de afiliación voluntaria a un sistema de salud (prepaga)"|"SALUD"|"SEGUROS MÉDICOS"|"Seguros relacionados con la salud"|"Seguros relacionados con la salud"
"A0641102"|"A06"|"A064"|"A0641"|"A06411"|"Cuota adicional a la obra social obligatoria"|"SALUD"|"SEGUROS MÉDICOS"|"Seguros relacionados con la salud"|"Seguros relacionados con la salud"
"A0641103"|"A06"|"A064"|"A0641"|"A06411"|"Cuota de emergencia médica"|"SALUD"|"SEGUROS MÉDICOS"|"Seguros relacionados con la salud"|"Seguros relacionados con la salud"
"A0711101"|"A07"|"A071"|"A0711"|"A07111"|"Compra de  automóvil"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Compra de automóviles."
"A0711102"|"A07"|"A071"|"A0711"|"A07111"|"Compra de camión u ómnibus"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Compra de automóviles."
"A0711103"|"A07"|"A071"|"A0711"|"A07111"|"Compra de camioneta o combi"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Compra de automóviles."
"A0711201"|"A07"|"A071"|"A0711"|"A07112"|"Venta de  automóvil"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Venta de automóviles."
"A0711202"|"A07"|"A071"|"A0711"|"A07112"|"Venta de camión u ómnibus"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Venta de automóviles."
"A0711203"|"A07"|"A071"|"A0711"|"A07112"|"Venta de camioneta o combi"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Automóviles"|"Venta de automóviles."
"A0712101"|"A07"|"A071"|"A0712"|"A07121"|"Compra de motocicleta, ciclomotor, cuatriciclo"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Motocicletas"|"Compra de motocicletas"
"A0712201"|"A07"|"A071"|"A0712"|"A07122"|"Venta de motocicleta, ciclomotor, cuatriciclo"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Motocicletas"|"Venta de motocicletas"
"A0713101"|"A07"|"A071"|"A0713"|"A07131"|"Compra de bicicleta para adulto"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Bicicletas"|"Compra de bicicletas"
"A0713201"|"A07"|"A071"|"A0713"|"A07132"|"Venta de bicicleta para adulto"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Bicicletas"|"Venta de bicicletas"
"A0714101"|"A07"|"A071"|"A0714"|"A07141"|"Compra de vehículos de tracción a sangre: sulky, carro, etc. y caballo para transporte, etc."|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Otros vehículos"|"Compra de otros vehículos"
"A0714102"|"A07"|"A071"|"A0714"|"A07141"|"Compra de otros vehículos"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Otros vehículos"|"Compra de otros vehículos"
"A0714201"|"A07"|"A071"|"A0714"|"A07142"|"Venta de vehículos de tracción a sangre: sulky, carro, etc. y caballo para transporte, etc."|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Otros vehículos"|"Venta de otros vehículos"
"A0714202"|"A07"|"A071"|"A0714"|"A07142"|"Venta de otros vehículos"|"TRANSPORTE "|"ADQUISICIÓN Y VENTA DE VEHÍCULOS"|"Otros vehículos"|"Venta de otros vehículos"
"A0721101"|"A07"|"A072"|"A0721"|"A07211"|"Baterías"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721102"|"A07"|"A072"|"A0721"|"A07211"|"Bujías"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721103"|"A07"|"A072"|"A0721"|"A07211"|"Cubiertas, neumáticos"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721104"|"A07"|"A072"|"A0721"|"A07211"|"Equipos de gas y su instalación"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721105"|"A07"|"A072"|"A0721"|"A07211"|"Accesorios varios (matafuegos, balizas, portaequipaje, alarma, etc.)"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721106"|"A07"|"A072"|"A0721"|"A07211"|"Repuestos y accesorios para el vehículo de uso del hogar"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0721107"|"A07"|"A072"|"A0721"|"A07211"|"Productos de limpieza y conservación para el vehículo de uso del hogar: fundas, cubreautos, espumas, etc."|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Piezas de repuesto y accesorios para equipo de transporte personal"|"Piezas de repuesto y accesorios para equipo de transporte personal"
"A0722102"|"A07"|"A072"|"A0722"|"A07221"|"Nafta súper"|"TRANSPORTE "|"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"|"Combustibles y lubricantes para equipo de transporte personal"|"Nafta"
